,Country,Requests,Dates
2361,NC,97000,2016-02-01 00:00:00
2362,GL,91000,2016-02-01 00:00:00
2363,TL,90000,2016-02-01 00:00:00
2364,SB,89000,2016-02-01 00:00:00
2365,CV,83000,2016-02-01 00:00:00
2366,AS,82000,2016-02-01 00:00:00
2367,CG,81000,2016-02-01 00:00:00
2368,NE,72000,2016-02-01 00:00:00
2369,LI,64000,2016-02-01 00:00:00
2370,GF,59000,2016-02-01 00:00:00
2371,VU,58000,2016-02-01 00:00:00
2372,PW,56000,2016-02-01 00:00:00
2373,MF,55000,2016-02-01 00:00:00
2374,FM,46000,2016-02-01 00:00:00
2375,TD,45000,2016-02-01 00:00:00
2376,AI,44000,2016-02-01 00:00:00
2377,TO,42000,2016-02-01 00:00:00
2378,BL,41000,2016-02-01 00:00:00
2379,WS,39000,2016-02-01 00:00:00
2380,MH,37000,2016-02-01 00:00:00
2381,CK,30000,2016-02-01 00:00:00
2382,GQ,30000,2016-02-01 00:00:00
2383,SM,27000,2016-02-01 00:00:00
2384,FK,22000,2016-02-01 00:00:00
2385,YT,19000,2016-02-01 00:00:00
2386,ER,19000,2016-02-01 00:00:00
2387,VA,14000,2016-02-01 00:00:00
2388,GW,13000,2016-02-01 00:00:00
2389,IO,10000,2016-02-01 00:00:00
2390,KI,9000,2016-02-01 00:00:00
2391,CF,8000,2016-02-01 00:00:00
2392,PM,8000,2016-02-01 00:00:00
2393,MS,8000,2016-02-01 00:00:00
2394,ST,6000,2016-02-01 00:00:00
2395,NR,6000,2016-02-01 00:00:00
2396,KP,6000,2016-02-01 00:00:00
2397,KM,5000,2016-02-01 00:00:00
2398,NF,2000,2016-02-01 00:00:00
2399,NU,2000,2016-02-01 00:00:00
2400,CX,1000,2016-02-01 00:00:00
2401,CC,1000,2016-02-01 00:00:00
2402,WF,1000,2016-02-01 00:00:00
2403,TK,1000,2016-02-01 00:00:00
2404,TV,1000,2016-02-01 00:00:00
2405,PN,1000,2016-02-01 00:00:00
2406,SJ,1000,2016-02-01 00:00:00
2407,SH,1000,2016-02-01 00:00:00
2408,US,3297232000,2016-03-01 00:00:00
2409,GB,796209000,2016-03-01 00:00:00
2410,IN,474122000,2016-03-01 00:00:00
2411,CA,386552000,2016-03-01 00:00:00
2412,AU,240411000,2016-03-01 00:00:00
2413,IR,229354000,2016-03-01 00:00:00
2414,DE,151607000,2016-03-01 00:00:00
2415,PH,96599000,2016-03-01 00:00:00
2416,FR,95015000,2016-03-01 00:00:00
2417,NL,72875000,2016-03-01 00:00:00
2418,BR,62395000,2016-03-01 00:00:00
2419,IT,61340000,2016-03-01 00:00:00
2420,PK,60042000,2016-03-01 00:00:00
2421,SE,59448000,2016-03-01 00:00:00
2422,MY,58902000,2016-03-01 00:00:00
2423,IE,58850000,2016-03-01 00:00:00
2424,SG,53636000,2016-03-01 00:00:00
2425,ID,53575000,2016-03-01 00:00:00
2426,RU,48657000,2016-03-01 00:00:00
2427,ZA,48117000,2016-03-01 00:00:00
2428,CN,46211000,2016-03-01 00:00:00
2429,ES,45503000,2016-03-01 00:00:00
2430,JP,43618000,2016-03-01 00:00:00
2431,PL,42133000,2016-03-01 00:00:00
2432,NZ,41606000,2016-03-01 00:00:00
2433,MX,36694000,2016-03-01 00:00:00
2434,NO,33969000,2016-03-01 00:00:00
2435,TR,33246000,2016-03-01 00:00:00
2436,FI,32381000,2016-03-01 00:00:00
2437,NG,31815000,2016-03-01 00:00:00
2438,RO,31456000,2016-03-01 00:00:00
2439,GR,31454000,2016-03-01 00:00:00
2440,DK,29762000,2016-03-01 00:00:00
2441,HK,29503000,2016-03-01 00:00:00
2442,AE,29383000,2016-03-01 00:00:00
2443,KR,28274000,2016-03-01 00:00:00
2444,BE,25971000,2016-03-01 00:00:00
2445,TH,23938000,2016-03-01 00:00:00
2446,TW,23230000,2016-03-01 00:00:00
2447,IL,22990000,2016-03-01 00:00:00
2448,CH,22157000,2016-03-01 00:00:00
2449,SA,21437000,2016-03-01 00:00:00
2450,BD,21398000,2016-03-01 00:00:00
2451,--,19550000,2016-03-01 00:00:00
2452,CZ,19323000,2016-03-01 00:00:00
2453,PT,19112000,2016-03-01 00:00:00
2454,RS,19012000,2016-03-01 00:00:00
2455,HU,17973000,2016-03-01 00:00:00
2456,UA,17052000,2016-03-01 00:00:00
2457,HR,16952000,2016-03-01 00:00:00
2458,VN,16805000,2016-03-01 00:00:00
2459,AT,16714000,2016-03-01 00:00:00
2460,AR,15585000,2016-03-01 00:00:00
2461,EG,15166000,2016-03-01 00:00:00
2462,KE,15114000,2016-03-01 00:00:00
2463,BG,14132000,2016-03-01 00:00:00
2464,AF,12137000,2016-03-01 00:00:00
2465,LK,10964000,2016-03-01 00:00:00
2466,CO,10390000,2016-03-01 00:00:00
2467,SI,9289000,2016-03-01 00:00:00
2468,CL,9066000,2016-03-01 00:00:00
2469,NP,8618000,2016-03-01 00:00:00
2470,SK,8421000,2016-03-01 00:00:00
2471,GH,8283000,2016-03-01 00:00:00
2472,LT,7725000,2016-03-01 00:00:00
2473,QA,6820000,2016-03-01 00:00:00
2474,EE,6768000,2016-03-01 00:00:00
2475,MA,6355000,2016-03-01 00:00:00
2476,PE,6353000,2016-03-01 00:00:00
2477,PR,6069000,2016-03-01 00:00:00
2478,BA,5983000,2016-03-01 00:00:00
2479,LB,5719000,2016-03-01 00:00:00
2480,KW,5664000,2016-03-01 00:00:00
2481,LV,5663000,2016-03-01 00:00:00
2482,VE,5615000,2016-03-01 00:00:00
2483,GE,5419000,2016-03-01 00:00:00
2484,ET,5298000,2016-03-01 00:00:00
2485,MK,5266000,2016-03-01 00:00:00
2486,AL,5265000,2016-03-01 00:00:00
2487,TZ,4771000,2016-03-01 00:00:00
2488,IQ,4758000,2016-03-01 00:00:00
2489,TT,4530000,2016-03-01 00:00:00
2490,DZ,4472000,2016-03-01 00:00:00
2491,JM,4154000,2016-03-01 00:00:00
2492,JO,4081000,2016-03-01 00:00:00
2493,OM,3841000,2016-03-01 00:00:00
2494,CR,3714000,2016-03-01 00:00:00
2495,UG,3693000,2016-03-01 00:00:00
2496,BH,3691000,2016-03-01 00:00:00
2497,IS,3587000,2016-03-01 00:00:00
2498,MM,3528000,2016-03-01 00:00:00
2499,KZ,3468000,2016-03-01 00:00:00
2500,MT,3456000,2016-03-01 00:00:00
2501,AZ,3288000,2016-03-01 00:00:00
2502,CY,3213000,2016-03-01 00:00:00
2503,MU,3193000,2016-03-01 00:00:00
2504,DO,3090000,2016-03-01 00:00:00
2505,EC,2954000,2016-03-01 00:00:00
2506,ZM,2938000,2016-03-01 00:00:00
2507,BY,2897000,2016-03-01 00:00:00
2508,ZW,2885000,2016-03-01 00:00:00
2509,PA,2729000,2016-03-01 00:00:00
2510,KH,2634000,2016-03-01 00:00:00
2511,TN,2443000,2016-03-01 00:00:00
2512,LU,2296000,2016-03-01 00:00:00
2513,UY,2006000,2016-03-01 00:00:00
2514,AM,1984000,2016-03-01 00:00:00
2515,MD,1948000,2016-03-01 00:00:00
2516,BN,1896000,2016-03-01 00:00:00
2517,GT,1739000,2016-03-01 00:00:00
2518,MN,1674000,2016-03-01 00:00:00
2519,SD,1640000,2016-03-01 00:00:00
2520,BS,1632000,2016-03-01 00:00:00
2521,AO,1465000,2016-03-01 00:00:00
2522,ME,1412000,2016-03-01 00:00:00
2523,NA,1349000,2016-03-01 00:00:00
2524,BB,1332000,2016-03-01 00:00:00
2525,HN,1315000,2016-03-01 00:00:00
2526,SV,1248000,2016-03-01 00:00:00
2527,BW,1213000,2016-03-01 00:00:00
2528,CM,1147000,2016-03-01 00:00:00
2529,BO,1095000,2016-03-01 00:00:00
2530,PS,1085000,2016-03-01 00:00:00
2531,FJ,1028000,2016-03-01 00:00:00
2532,RW,1021000,2016-03-01 00:00:00
2533,MV,1009000,2016-03-01 00:00:00
2534,JE,956000,2016-03-01 00:00:00
2535,MO,944000,2016-03-01 00:00:00
2536,IM,874000,2016-03-01 00:00:00
2537,PY,860000,2016-03-01 00:00:00
2538,SY,838000,2016-03-01 00:00:00
2539,GU,835000,2016-03-01 00:00:00
2540,MW,823000,2016-03-01 00:00:00
2541,MZ,806000,2016-03-01 00:00:00
2542,UZ,802000,2016-03-01 00:00:00
2543,LY,801000,2016-03-01 00:00:00
2544,NI,765000,2016-03-01 00:00:00
2545,PG,764000,2016-03-01 00:00:00
2546,GY,726000,2016-03-01 00:00:00
2547,SO,625000,2016-03-01 00:00:00
2548,SR,624000,2016-03-01 00:00:00
2549,GG,595000,2016-03-01 00:00:00
2550,SN,537000,2016-03-01 00:00:00
2551,KG,528000,2016-03-01 00:00:00
2552,CI,525000,2016-03-01 00:00:00
2553,BZ,498000,2016-03-01 00:00:00
2554,CW,489000,2016-03-01 00:00:00
2555,SC,486000,2016-03-01 00:00:00
2556,CD,485000,2016-03-01 00:00:00
2557,LR,478000,2016-03-01 00:00:00
2558,LA,466000,2016-03-01 00:00:00
2559,KY,458000,2016-03-01 00:00:00
2560,AW,452000,2016-03-01 00:00:00
2561,BM,451000,2016-03-01 00:00:00
2562,LC,436000,2016-03-01 00:00:00
2563,YE,435000,2016-03-01 00:00:00
2564,AG,423000,2016-03-01 00:00:00
2565,SL,412000,2016-03-01 00:00:00
2566,BT,408000,2016-03-01 00:00:00
2567,LS,399000,2016-03-01 00:00:00
2568,VI,394000,2016-03-01 00:00:00
2569,HT,386000,2016-03-01 00:00:00
2570,CU,375000,2016-03-01 00:00:00
2571,MG,348000,2016-03-01 00:00:00
2572,FO,331000,2016-03-01 00:00:00
2573,RE,311000,2016-03-01 00:00:00
2574,GI,298000,2016-03-01 00:00:00
2575,GD,287000,2016-03-01 00:00:00
2576,XK,285000,2016-03-01 00:00:00
2577,DM,281000,2016-03-01 00:00:00
2578,SZ,275000,2016-03-01 00:00:00
2579,BJ,269000,2016-03-01 00:00:00
2580,GM,235000,2016-03-01 00:00:00
2581,DJ,232000,2016-03-01 00:00:00
2582,KN,220000,2016-03-01 00:00:00
2583,TM,208000,2016-03-01 00:00:00
2584,SS,206000,2016-03-01 00:00:00
2585,SX,198000,2016-03-01 00:00:00
2586,TJ,186000,2016-03-01 00:00:00
2587,MP,159000,2016-03-01 00:00:00
2588,MQ,149000,2016-03-01 00:00:00
2589,GP,148000,2016-03-01 00:00:00
2590,GN,144000,2016-03-01 00:00:00
2591,VC,144000,2016-03-01 00:00:00
2592,TC,141000,2016-03-01 00:00:00
2593,MC,140000,2016-03-01 00:00:00
2594,ML,138000,2016-03-01 00:00:00
2595,BF,136000,2016-03-01 00:00:00
2596,VG,134000,2016-03-01 00:00:00
2597,BI,127000,2016-03-01 00:00:00
2598,AX,126000,2016-03-01 00:00:00
2599,NC,119000,2016-03-01 00:00:00
2600,GA,110000,2016-03-01 00:00:00
2601,AD,110000,2016-03-01 00:00:00
2602,MR,99000,2016-03-01 00:00:00
2603,PF,99000,2016-03-01 00:00:00
2604,TG,92000,2016-03-01 00:00:00
2605,SB,91000,2016-03-01 00:00:00
2606,GL,90000,2016-03-01 00:00:00
2607,TL,89000,2016-03-01 00:00:00
2608,AS,88000,2016-03-01 00:00:00
2609,CV,87000,2016-03-01 00:00:00
2610,BQ,85000,2016-03-01 00:00:00
2611,NE,79000,2016-03-01 00:00:00
2612,VU,74000,2016-03-01 00:00:00
2613,LI,65000,2016-03-01 00:00:00
2614,GF,64000,2016-03-01 00:00:00
2615,AI,58000,2016-03-01 00:00:00
2616,CG,56000,2016-03-01 00:00:00
2617,MF,51000,2016-03-01 00:00:00
2618,TO,47000,2016-03-01 00:00:00
2619,FM,45000,2016-03-01 00:00:00
2620,WS,40000,2016-03-01 00:00:00
2621,MH,36000,2016-03-01 00:00:00
2622,TD,34000,2016-03-01 00:00:00
2623,ER,33000,2016-03-01 00:00:00
2624,CK,31000,2016-03-01 00:00:00
2625,PW,30000,2016-03-01 00:00:00
2626,GQ,27000,2016-03-01 00:00:00
2627,SM,26000,2016-03-01 00:00:00
2628,BL,24000,2016-03-01 00:00:00
2629,FK,20000,2016-03-01 00:00:00
2630,YT,18000,2016-03-01 00:00:00
2631,GW,14000,2016-03-01 00:00:00
2632,KP,12000,2016-03-01 00:00:00
2633,VA,12000,2016-03-01 00:00:00
2634,KI,11000,2016-03-01 00:00:00
2635,MS,10000,2016-03-01 00:00:00
2636,PM,10000,2016-03-01 00:00:00
2637,IO,9000,2016-03-01 00:00:00
2638,NR,8000,2016-03-01 00:00:00
2639,ST,7000,2016-03-01 00:00:00
2640,CF,7000,2016-03-01 00:00:00
2641,KM,7000,2016-03-01 00:00:00
2642,NF,3000,2016-03-01 00:00:00
2643,NU,2000,2016-03-01 00:00:00
2644,WF,2000,2016-03-01 00:00:00
2645,TV,1000,2016-03-01 00:00:00
2646,CX,1000,2016-03-01 00:00:00
2647,SH,1000,2016-03-01 00:00:00
2648,PN,1000,2016-03-01 00:00:00
2649,CC,1000,2016-03-01 00:00:00
2650,SJ,1000,2016-03-01 00:00:00
2651,TK,1000,2016-03-01 00:00:00
2652,US,3182866000,2016-04-01 00:00:00
2653,GB,767190000,2016-04-01 00:00:00
2654,IN,464519000,2016-04-01 00:00:00
2655,CA,357078000,2016-04-01 00:00:00
2656,IR,248964000,2016-04-01 00:00:00
2657,AU,232388000,2016-04-01 00:00:00
2658,DE,143789000,2016-04-01 00:00:00
2659,FR,102438000,2016-04-01 00:00:00
2660,PH,81038000,2016-04-01 00:00:00
2661,NL,69007000,2016-04-01 00:00:00
2662,PK,61448000,2016-04-01 00:00:00
2663,BR,60469000,2016-04-01 00:00:00
2664,IE,57452000,2016-04-01 00:00:00
2665,MY,56744000,2016-04-01 00:00:00
2666,SE,56365000,2016-04-01 00:00:00
2667,CN,52810000,2016-04-01 00:00:00
2668,SG,51786000,2016-04-01 00:00:00
2669,IT,51546000,2016-04-01 00:00:00
2670,ID,51355000,2016-04-01 00:00:00
2671,ZA,48142000,2016-04-01 00:00:00
2672,ES,44793000,2016-04-01 00:00:00
2673,RU,42232000,2016-04-01 00:00:00
2674,JP,42175000,2016-04-01 00:00:00
2675,NZ,39868000,2016-04-01 00:00:00
2676,PL,39162000,2016-04-01 00:00:00
2677,MX,35750000,2016-04-01 00:00:00
2678,NO,31095000,2016-04-01 00:00:00
2679,NG,30938000,2016-04-01 00:00:00
2680,TR,30439000,2016-04-01 00:00:00
2681,FI,30216000,2016-04-01 00:00:00
2682,DK,29311000,2016-04-01 00:00:00
2683,RO,29242000,2016-04-01 00:00:00
2684,GR,29192000,2016-04-01 00:00:00
2685,HK,28930000,2016-04-01 00:00:00
2686,AE,28893000,2016-04-01 00:00:00
2687,BE,25750000,2016-04-01 00:00:00
2688,KR,25559000,2016-04-01 00:00:00
2689,IL,23051000,2016-04-01 00:00:00
2690,TH,22887000,2016-04-01 00:00:00
2691,CH,21628000,2016-04-01 00:00:00
2692,SA,21007000,2016-04-01 00:00:00
2693,BD,20842000,2016-04-01 00:00:00
2694,TW,20668000,2016-04-01 00:00:00
2695,--,19723000,2016-04-01 00:00:00
2696,CZ,18403000,2016-04-01 00:00:00
2697,PT,18246000,2016-04-01 00:00:00
2698,RS,16736000,2016-04-01 00:00:00
2699,HU,16619000,2016-04-01 00:00:00
2700,UA,16263000,2016-04-01 00:00:00
2701,VN,15891000,2016-04-01 00:00:00
2702,AT,15751000,2016-04-01 00:00:00
2703,HR,15501000,2016-04-01 00:00:00
2704,AR,15141000,2016-04-01 00:00:00
2705,KE,14719000,2016-04-01 00:00:00
2706,AF,13925000,2016-04-01 00:00:00
2707,EG,13848000,2016-04-01 00:00:00
2708,BG,12696000,2016-04-01 00:00:00
2709,CO,10212000,2016-04-01 00:00:00
2710,LK,10127000,2016-04-01 00:00:00
2711,CL,8810000,2016-04-01 00:00:00
2712,SI,8708000,2016-04-01 00:00:00
2713,SK,8380000,2016-04-01 00:00:00
2714,NP,8121000,2016-04-01 00:00:00
2715,GH,8042000,2016-04-01 00:00:00
2716,LT,7434000,2016-04-01 00:00:00
2717,EE,6924000,2016-04-01 00:00:00
2718,QA,6624000,2016-04-01 00:00:00
2719,MA,6532000,2016-04-01 00:00:00
2720,PE,6269000,2016-04-01 00:00:00
2721,PR,6013000,2016-04-01 00:00:00
2722,LB,5552000,2016-04-01 00:00:00
2723,KW,5508000,2016-04-01 00:00:00
2724,LV,5374000,2016-04-01 00:00:00
2725,ET,5336000,2016-04-01 00:00:00
2726,BA,5236000,2016-04-01 00:00:00
2727,IQ,5171000,2016-04-01 00:00:00
2728,GE,4970000,2016-04-01 00:00:00
2729,VE,4898000,2016-04-01 00:00:00
2730,AL,4832000,2016-04-01 00:00:00
2731,MK,4474000,2016-04-01 00:00:00
2732,TZ,4359000,2016-04-01 00:00:00
2733,DZ,4255000,2016-04-01 00:00:00
2734,TT,4211000,2016-04-01 00:00:00
2735,JM,4151000,2016-04-01 00:00:00
2736,UG,3946000,2016-04-01 00:00:00
2737,BH,3899000,2016-04-01 00:00:00
2738,JO,3818000,2016-04-01 00:00:00
2739,OM,3596000,2016-04-01 00:00:00
2740,IS,3387000,2016-04-01 00:00:00
2741,CR,3387000,2016-04-01 00:00:00
2742,MT,3364000,2016-04-01 00:00:00
2743,AZ,3345000,2016-04-01 00:00:00
2744,KZ,3341000,2016-04-01 00:00:00
2745,MU,3169000,2016-04-01 00:00:00
2746,CY,3009000,2016-04-01 00:00:00
2747,DO,2985000,2016-04-01 00:00:00
2748,ZW,2930000,2016-04-01 00:00:00
2749,MM,2905000,2016-04-01 00:00:00
2750,EC,2818000,2016-04-01 00:00:00
2751,ZM,2655000,2016-04-01 00:00:00
2752,BY,2626000,2016-04-01 00:00:00
2753,TN,2426000,2016-04-01 00:00:00
2754,PA,2419000,2016-04-01 00:00:00
2755,LU,2411000,2016-04-01 00:00:00
2756,KH,2194000,2016-04-01 00:00:00
2757,UY,1989000,2016-04-01 00:00:00
2758,BB,1980000,2016-04-01 00:00:00
2759,AM,1914000,2016-04-01 00:00:00
2760,BN,1888000,2016-04-01 00:00:00
2761,MD,1717000,2016-04-01 00:00:00
2762,GT,1698000,2016-04-01 00:00:00
2763,SD,1617000,2016-04-01 00:00:00
2764,MN,1593000,2016-04-01 00:00:00
2765,AO,1438000,2016-04-01 00:00:00
2766,ME,1286000,2016-04-01 00:00:00
2767,HN,1281000,2016-04-01 00:00:00
2768,SV,1232000,2016-04-01 00:00:00
2769,BS,1216000,2016-04-01 00:00:00
2770,NA,1198000,2016-04-01 00:00:00
2771,BW,1137000,2016-04-01 00:00:00
2772,BO,1136000,2016-04-01 00:00:00
2773,CM,1123000,2016-04-01 00:00:00
2774,FJ,1033000,2016-04-01 00:00:00
2775,MV,1011000,2016-04-01 00:00:00
2776,PS,995000,2016-04-01 00:00:00
2777,RW,940000,2016-04-01 00:00:00
2778,JE,915000,2016-04-01 00:00:00
2779,MO,905000,2016-04-01 00:00:00
2780,GY,875000,2016-04-01 00:00:00
2781,UZ,849000,2016-04-01 00:00:00
2782,IM,846000,2016-04-01 00:00:00
2783,GU,808000,2016-04-01 00:00:00
2784,PY,793000,2016-04-01 00:00:00
2785,SY,790000,2016-04-01 00:00:00
2786,LY,774000,2016-04-01 00:00:00
2787,MW,771000,2016-04-01 00:00:00
2788,MZ,768000,2016-04-01 00:00:00
2789,NI,705000,2016-04-01 00:00:00
2790,PG,631000,2016-04-01 00:00:00
2791,SO,625000,2016-04-01 00:00:00
2792,SR,618000,2016-04-01 00:00:00
2793,CI,608000,2016-04-01 00:00:00
2794,BZ,552000,2016-04-01 00:00:00
2795,KG,543000,2016-04-01 00:00:00
2796,GG,542000,2016-04-01 00:00:00
2797,YE,535000,2016-04-01 00:00:00
2798,BM,513000,2016-04-01 00:00:00
2799,SN,500000,2016-04-01 00:00:00
2800,CD,460000,2016-04-01 00:00:00
2801,LR,457000,2016-04-01 00:00:00
2802,CW,446000,2016-04-01 00:00:00
2803,LS,440000,2016-04-01 00:00:00
2804,KY,428000,2016-04-01 00:00:00
2805,AW,425000,2016-04-01 00:00:00
2806,AG,412000,2016-04-01 00:00:00
2807,BT,405000,2016-04-01 00:00:00
2808,CU,402000,2016-04-01 00:00:00
2809,MG,402000,2016-04-01 00:00:00
2810,LC,402000,2016-04-01 00:00:00
2811,LA,395000,2016-04-01 00:00:00
2812,SL,378000,2016-04-01 00:00:00
2813,SC,366000,2016-04-01 00:00:00
2814,HT,366000,2016-04-01 00:00:00
2815,VI,339000,2016-04-01 00:00:00
2816,RE,327000,2016-04-01 00:00:00
2817,FO,313000,2016-04-01 00:00:00
2818,GI,294000,2016-04-01 00:00:00
2819,GD,282000,2016-04-01 00:00:00
2820,DM,249000,2016-04-01 00:00:00
2821,SZ,242000,2016-04-01 00:00:00
2822,XK,237000,2016-04-01 00:00:00
2823,BJ,231000,2016-04-01 00:00:00
2824,GM,225000,2016-04-01 00:00:00
2825,TM,217000,2016-04-01 00:00:00
2826,DJ,208000,2016-04-01 00:00:00
2827,TJ,200000,2016-04-01 00:00:00
2828,KN,179000,2016-04-01 00:00:00
2829,MP,176000,2016-04-01 00:00:00
2830,SX,164000,2016-04-01 00:00:00
2831,GN,152000,2016-04-01 00:00:00
2832,BI,143000,2016-04-01 00:00:00
2833,SS,142000,2016-04-01 00:00:00
2834,MQ,142000,2016-04-01 00:00:00
2835,GP,135000,2016-04-01 00:00:00
2836,BF,135000,2016-04-01 00:00:00
2837,MC,134000,2016-04-01 00:00:00
2838,TC,132000,2016-04-01 00:00:00
2839,VC,130000,2016-04-01 00:00:00
2840,ML,127000,2016-04-01 00:00:00
2841,VG,126000,2016-04-01 00:00:00
2842,AX,123000,2016-04-01 00:00:00
2843,GA,116000,2016-04-01 00:00:00
2844,NC,104000,2016-04-01 00:00:00
2845,GF,102000,2016-04-01 00:00:00
2846,PF,101000,2016-04-01 00:00:00
2847,TL,101000,2016-04-01 00:00:00
2848,MR,100000,2016-04-01 00:00:00
2849,SB,97000,2016-04-01 00:00:00
2850,TG,95000,2016-04-01 00:00:00
2851,AD,86000,2016-04-01 00:00:00
2852,GL,85000,2016-04-01 00:00:00
2853,AS,81000,2016-04-01 00:00:00
2854,VU,75000,2016-04-01 00:00:00
2855,NE,72000,2016-04-01 00:00:00
2856,BQ,66000,2016-04-01 00:00:00
2857,LI,60000,2016-04-01 00:00:00
2858,CG,60000,2016-04-01 00:00:00
2859,CV,55000,2016-04-01 00:00:00
2860,MF,53000,2016-04-01 00:00:00
2861,FM,45000,2016-04-01 00:00:00
2862,WS,44000,2016-04-01 00:00:00
2863,AI,42000,2016-04-01 00:00:00
2864,TO,40000,2016-04-01 00:00:00
2865,MH,35000,2016-04-01 00:00:00
2866,ER,32000,2016-04-01 00:00:00
2867,CK,31000,2016-04-01 00:00:00
2868,PW,29000,2016-04-01 00:00:00
2869,TD,28000,2016-04-01 00:00:00
2870,GQ,25000,2016-04-01 00:00:00
2871,BL,24000,2016-04-01 00:00:00
2872,SM,23000,2016-04-01 00:00:00
2873,FK,21000,2016-04-01 00:00:00
2874,YT,19000,2016-04-01 00:00:00
2875,VA,14000,2016-04-01 00:00:00
2876,GW,13000,2016-04-01 00:00:00
2877,MS,12000,2016-04-01 00:00:00
2878,KI,12000,2016-04-01 00:00:00
2879,PM,8000,2016-04-01 00:00:00
2880,CF,8000,2016-04-01 00:00:00
2881,IO,8000,2016-04-01 00:00:00
2882,ST,6000,2016-04-01 00:00:00
2883,KM,6000,2016-04-01 00:00:00
2884,NR,6000,2016-04-01 00:00:00
2885,KP,6000,2016-04-01 00:00:00
2886,NF,3000,2016-04-01 00:00:00
2887,NU,2000,2016-04-01 00:00:00
2888,TV,2000,2016-04-01 00:00:00
2889,WF,1000,2016-04-01 00:00:00
2890,CX,1000,2016-04-01 00:00:00
2891,TK,1000,2016-04-01 00:00:00
2892,CC,1000,2016-04-01 00:00:00
2893,PN,1000,2016-04-01 00:00:00
2894,SH,1000,2016-04-01 00:00:00
2895,SJ,1000,2016-04-01 00:00:00
2896,US,3230559000,2016-05-01 00:00:00
2897,GB,766037000,2016-05-01 00:00:00
2898,IN,490129000,2016-05-01 00:00:00
2899,CA,343787000,2016-05-01 00:00:00
2900,IR,288347000,2016-05-01 00:00:00
2901,AU,239459000,2016-05-01 00:00:00
2902,DE,156792000,2016-05-01 00:00:00
2903,FR,91014000,2016-05-01 00:00:00
2904,PH,83738000,2016-05-01 00:00:00
2905,NL,70528000,2016-05-01 00:00:00
2906,PK,64753000,2016-05-01 00:00:00
2907,IE,61108000,2016-05-01 00:00:00
2908,BR,60497000,2016-05-01 00:00:00
2909,MY,58881000,2016-05-01 00:00:00
2910,SE,58446000,2016-05-01 00:00:00
2911,CN,57152000,2016-05-01 00:00:00
2912,IT,54741000,2016-05-01 00:00:00
2913,ID,53310000,2016-05-01 00:00:00
2914,SG,52626000,2016-05-01 00:00:00
2915,ZA,50486000,2016-05-01 00:00:00
2916,JP,49134000,2016-05-01 00:00:00
2917,ES,45708000,2016-05-01 00:00:00
2918,NZ,43677000,2016-05-01 00:00:00
2919,RU,42208000,2016-05-01 00:00:00
2920,PL,40308000,2016-05-01 00:00:00
2921,MX,35119000,2016-05-01 00:00:00
2922,TR,32794000,2016-05-01 00:00:00
2923,GR,31903000,2016-05-01 00:00:00
2924,AE,31247000,2016-05-01 00:00:00
2925,NO,31225000,2016-05-01 00:00:00
2926,NG,31217000,2016-05-01 00:00:00
2927,FI,30488000,2016-05-01 00:00:00
2928,DK,29577000,2016-05-01 00:00:00
2929,RO,29435000,2016-05-01 00:00:00
2930,HK,28552000,2016-05-01 00:00:00
2931,BE,27213000,2016-05-01 00:00:00
2932,KR,25695000,2016-05-01 00:00:00
2933,IL,23489000,2016-05-01 00:00:00
2934,TH,23003000,2016-05-01 00:00:00
2935,BD,22607000,2016-05-01 00:00:00
2936,CH,21669000,2016-05-01 00:00:00
2937,SA,20583000,2016-05-01 00:00:00
2938,TW,19870000,2016-05-01 00:00:00
2939,CZ,19158000,2016-05-01 00:00:00
2940,--,19075000,2016-05-01 00:00:00
2941,PT,18806000,2016-05-01 00:00:00
2942,AF,18313000,2016-05-01 00:00:00
2943,HU,18193000,2016-05-01 00:00:00
2944,RS,18169000,2016-05-01 00:00:00
2945,VN,16725000,2016-05-01 00:00:00
2946,HR,16229000,2016-05-01 00:00:00
2947,AR,15842000,2016-05-01 00:00:00
2948,UA,15201000,2016-05-01 00:00:00
2949,AT,14852000,2016-05-01 00:00:00
2950,EG,14839000,2016-05-01 00:00:00
2951,BG,14302000,2016-05-01 00:00:00
2952,KE,13736000,2016-05-01 00:00:00
2953,LK,10927000,2016-05-01 00:00:00
2954,CO,10511000,2016-05-01 00:00:00
2955,SI,9561000,2016-05-01 00:00:00
2956,CL,9348000,2016-05-01 00:00:00
2957,NP,9160000,2016-05-01 00:00:00
2958,SK,8770000,2016-05-01 00:00:00
2959,GH,8190000,2016-05-01 00:00:00
2960,LT,7068000,2016-05-01 00:00:00
2961,QA,6812000,2016-05-01 00:00:00
2962,PE,6683000,2016-05-01 00:00:00
2963,EE,6548000,2016-05-01 00:00:00
2964,MA,6369000,2016-05-01 00:00:00
2965,PR,6201000,2016-05-01 00:00:00
2966,ET,5882000,2016-05-01 00:00:00
2967,KW,5707000,2016-05-01 00:00:00
2968,BA,5628000,2016-05-01 00:00:00
2969,IQ,5370000,2016-05-01 00:00:00
2970,TZ,5351000,2016-05-01 00:00:00
2971,LB,5347000,2016-05-01 00:00:00
2972,AL,5268000,2016-05-01 00:00:00
2973,VE,5101000,2016-05-01 00:00:00
2974,MK,5071000,2016-05-01 00:00:00
2975,GE,4979000,2016-05-01 00:00:00
2976,LV,4823000,2016-05-01 00:00:00
2977,TT,4366000,2016-05-01 00:00:00
2978,JM,4086000,2016-05-01 00:00:00
